Thread No,Title,Category
536,GD 110s Issue,Suzuki
537,Cultus AGS Gear Not Shifting Above Second,Suzuki
538,Wagon R Defogger Issue,Suzuki
539,Mehran Ac required in karachi,Suzuki
540,Alto vxl Car cooling issue,Suzuki
541,Alto Japnese 2016 Vs Alto Pakistani 2019,Suzuki
542,Swift Engine Knocking,Suzuki
543,Need suggestions to swap my alto 1000cc engine?,Suzuki
544,KIA Sportage Odometer shutdown,Kia
545,Dewan Farooque Motors + KIA,Kia
546,Kia Pictanco Android System,Kia
547,Warranty and Quality issue with KIA Sportage,Kia
548,Mira Gasket replacement ISB/RWP,Daihatsu
549,Price,Daihatsu
550,Vehicle Registration card vs Registration Book,General Car Discussion
551,Chassis number rust issue,General Car Discussion
552,Best low budget LCD TV full HD,Non Wheels Discussions
553,Professional Electrician,Technical Forums
554,Fuel Average,Technical Forums
555,"Honda K-Swap Wiring Pinouts,Diagrams,Harness",Technical Forums
556,"Honda Speed sensor washer ! Beware, it can fry your ECU",Technical Forums
557,Fibre vs plastic Bodykit,Technical Forums
558,Need Information of Internet Packages,General Car Discussion
559,Yaris hatchback vs Vitz safety edition 3,Toyota
560,Looking to buy a land cruiser troopy,Toyota
561,Toyota vitz - Mechanic help,Toyota
562,Baic Senova X25,Other Car Automakers
563,Straight Pipe and Open Headers allowed in Karachi?,Technical Forums
564,14 days long Family Road Trip from Karachi to Punjab and KPK in Suzuki Alto-2019,Travel N Tours
565,German Car Workshop?,Other Car Automakers
566,Should buy w203 or not?,Other Car Automakers
567,Recommended coolant for bmw 3 series,Other Car Automakers
568,Car not starting,Suzuki
569,Vitz 2018 vs Swift CVT 2022,Technical Forums
570,Mitsubishi Lancer 1.6 Full options,Other Car Automakers
571,Should I Buy Mitsubishi Pajero 3.2 GLX,Other Car Automakers
572,A good car mechanic in Islamabad,Other Car Automakers
573,Car Bluetooth not available (Mitsubishi ek custom 2016),Other Car Automakers
574,Confusion of Halal and Haram in Real Estate,Non Wheels Discussions
575,Anyone using Composite/Fiberglass LPG Tank?,Non Wheels Discussions
576,LPG Gyser,Non Wheels Discussions
577,Which LED brand is good now a days. Eco star vs TCL or any other,Non Wheels Discussions
578,Vitz tyres need help,Toyota
579,Need help?honda civic 2017 car android stuck on(H logo),Honda
580,Toyota Prado 3.4 fuel economy,Toyota
581,Comparison between Suzuki Alto imported and Dihatsu Mira,Suzuki
582,DIY Suzuki AGS Actuator Fluid Change,Suzuki
583,Cultus 2011 - oil leakage showing when RPM below 1,Suzuki
584,Mehran Front Wheels Pushed Back/ Rubbing Arch,Suzuki
585,On starting the car in morning it takes a bit retries on first ignition,Suzuki
586,Suszuki mehran average problem,Suzuki
587,Can i install this lcd in my suzuki cultus 2015 model,Suzuki
588,Regarding petrol average,Suzuki
589,Tyre size for cultus 2006 155/80/13 or 175/70/13,Suzuki
590,Alto 660 CC TYRES Slightly bent,Suzuki
591,Wagon-R VXL queries,Suzuki
592,Suzuki Alto Turbo RS heating up/AC not working,Suzuki
593,Carburator in Khyber 1999,Suzuki
594,Sparking Plugs,Suzuki
595,Cultus 2008 efi while driving feels heavy,Suzuki
596,Cultus G10B engine noise,Suzuki
597,Need suggestions about engine oil of Suzuki Wagon JDM,Suzuki
598,Daihatsu cuore 2007,Daihatsu
599,G100 4age vs 2zzge vs b16a,Daihatsu
600,Exhaust problems,Daihatsu
601,“Mark X 300G Converted Into A Lexus IS350” - Owner Review,General Car Discussion
602,Need suggestions for denting and painting of my car,Toyota
603,Replacement of old school Electric point system with Kabli CDI,Daihatsu
604,Dahitsu Mira E.S 2012 Fuel Average,Daihatsu
605,Can’t find Mira 2006 chassis number,Daihatsu
606,Corolla GLI 1.3 (2011-2013) Vs Honda City 1.3 (2014-2015),General Car Discussion
607,Electric HR-V Unveiled With 500+ KM Range,General Car Discussion
608,“Huzaifa Saleemi’s Infamous Nardo Grey Grande” - Owner Review,General Car Discussion
609,Unchanged Petrol Prices May Cost OMCs Rs. 7.55 Billion,General Car Discussion
610,Pakistan Receiving 46 High-speed Train Coaches from China Soon,General Car Discussion
611,افغانستان میں تیار کردہ سپر کار کی ویڈیو وائرل,General Car Discussion
612,Changan Car Prices: Jan 2022 vs. Dec 2022,General Car Discussion
613,New Altis 1.6 cvt,Toyota
614,Altis 2015 1.6 automatic Seat Belt Light Not Show In Instrument Cluster and No Beep Sound,Toyota
615,Engine Oil Filter for Toyota corolla 2.0D 2000 with 2C engine,Toyota
616,"Any good denter available in karachi, Car hit",Toyota
617,"Brake issue, help needed, Toyota Estima, Lucida,1998",Toyota
618,My passo moda 16-9 rattling sound,Toyota
619,Toyota corolla 1.3 manual 2014 model fuel avg in city?,Toyota
620,Is installing central locking in car dangerous?,Toyota
621,Smoke from Diesel Engines,Toyota
622,Meter mein Jinn?,Toyota
623,"Gli converted to alloy rims, road noise increased",Toyota
624,Vibration while braking sonata 2.5,Hyundai
625,Hyundai Tucson Factory Fitted Kumho Krugen Tyres,Hyundai
626,Yaris Cruise control,Toyota
627,Toyota To Produce Hydrogen Powered Hilux,General Car Discussion
628,Best car to buy in 35 lakhs. Kindly suggest in that range,General Car Discussion
629,"JDM Wagon R, Engine Jerking on Accelerating",Suzuki
630,Best service center for Honda city in Karachi,Honda
631,Difference between different model and specifications in Toyota Grande 2018 Model,Toyota
632,Toyota corolla GLI 1.3 MT 2017 Price?,Toyota
633,Prado 2005 uk model computer navigation unit,Toyota
634,Electric power steering,Suzuki
635,Looking for recommendations for car mechanic in Karachi for Nissan Dayz 2014,Other Car Automakers
636,Carburettor expert in Islamabad/Rawalpindi,Suzuki
637,Getting left-hand steering car on rent with fully covered insurance?,Travel N Tours
638,2016 Audi A4 1.4 TFSI Diagnostic Trouble Codes! Needs Advice,Other Car Automakers
639,ANYONE SELLING BMW RIMS 19” or 21”?,Other Car Automakers
640,Need information regarding errors/signs in the picture,Suzuki
641,Number Plate Issue - sindh,General Car Discussion
642,Car prices going down?,General Car Discussion
643,Documents,General Car Discussion
644,I don’t want online car registration to show price,General Car Discussion
645,"Re-verification of vehicle asked by motor registration authority, lahore",General Car Discussion
646,Bank leased car transfer,General Car Discussion
647,Toyota 2ZZ-GE,Toyota
648,Which hilux should i go for?,Toyota
649,Recommendations for CVT Gear Box repair mechanic in Karachi,Toyota
650,HHO kit (Hydrogen kit),Toyota
651,NCP 5 door mitPajero 2010 Price in Quetta or Chaman?,Toyota
652,Which engine is better 4age bt or a 3sfe for a RWD swap?,Toyota
653,4afe oxygen sensor,Toyota
654,1KZ Engine,Toyota
655,Corrolla gli 2017 tyres suggestions,Toyota
656,Karachi to Nagarparkar Road Trip in Alsvin Limiere 2022,Travel N Tours
657,"Car is in my name but dont have biometric card, can i sell it?",General Car Discussion
658,Transfer of ownership of Sindh Number Car,General Car Discussion
659,Custom duty on electric scooters,General Car Discussion
660,Vehicle Registration,General Car Discussion
661,Export Certificate Missing from File of Japanese Cars,General Car Discussion
662,PK Domestic Model Hyundai Santa FE ; Owners / Fan Club Thread,Hyundai
663,Corolla Ke70 Daily driveable?,Vintage and Classic Cars
664,Honda Camera malfunction,Honda
665,Privious book is miss,Honda
666,Honda civic 11th genration side door panel strike demag..plz guide men what i do e,Honda
667,D17 Automatic Transmission - Help,Honda
668,Honda Civic 2002 Random High RPM and Gasoline Smell,Honda
669,Tyre Size Upgrade,Honda
670,Shock Absorbers for 3 Door RKR 1986,4X4 and Off-Road Vehicles
671,"3B 3,4 L Diesel Engine in BJ-60 1985 model",4X4 and Off-Road Vehicles
672,Facelift of RKR 1986,4X4 and Off-Road Vehicles
673,Land cruiser v8,4X4 and Off-Road Vehicles
674,1KD-FTV with AB60F transmission in Landcruiser 70 series,4X4 and Off-Road Vehicles
675,I M T (Intelligent Manual Transmission),General Car Discussion
676,Branded Dell Wireless Keyboard + Mouse Pair New condition in discount price,"Buy, Sell & Exchange"
677,Recommend a good Electric Shaver + Trimmer,"Buy, Sell & Exchange"
678,"WTS Xiaomi Redmi Watch 2 Lite (New, Box Packed)","Buy, Sell & Exchange"
679,Branded company Wireless Bluetooth headphone and earphone,"Buy, Sell & Exchange"
680,100 % Authentic Genuine Brand JBL Earphone in cheapest price,"Buy, Sell & Exchange"
681,UGreen USB-C To USB 3.0 Adapter Female Cable brand new in lowest price,"Buy, Sell & Exchange"
682,Cultus 2007 efi bizzare issue please guide,Suzuki
683,Need reliable mechanic to get Baleno ‘99 GTi repaired,Suzuki
684,Guidance regarding cultus,Suzuki
685,Car Dent removal advice,Suzuki
686,WagonR VXL 2018 Fuel Average issue,Suzuki
687,Oil seepage,Suzuki
688,Suzuki WagonR VXL fuel average problem,Suzuki
689,Local WagonR brake caliper rebuild kit and Brake Pad bracket/Shims,Suzuki
690,Gear slipping to neutral from 2nd Gear,Suzuki
691,Wagon r Indicators flashing automatically,Suzuki
692,Diahatsu Move L,Daihatsu
693,Warning lights on Mira 2020,Daihatsu
694,Lost my Car book,Daihatsu
695,Best Most Reliable/Trusted Car Audio Shop/Seller in Karachi,Technical Forums
696,Запчасти для Daihatsu Charade,Daihatsu
697,Daihatsu Move fuel average,Daihatsu
698,Controlling speedometer,Daihatsu
699,Corolla Axio Fuel Average,Toyota
700,Daihatsu Mira Media Pannel,Daihatsu
701,Honda City 2011 Suspension,Honda
702,Honda Civic 2010 (Reborn) Gear Shifting Issue With AC Turned on,Honda
703,Low rpm jerks 10 gen honda civic 2017,Honda
704,Honda civic D14 z engine,Honda
705,Buying unregistered car in Islamabad,Honda
706,Car Paint Code for Honda City,Honda
707,Charade Restore 2022,Daihatsu
708,Charade 1981 carburator butterfly issue,Daihatsu
709,How to wire in an OBD2 port on 1NZ Charade?,Daihatsu
710,Charade 1981 model Carburator butterfly issue,Daihatsu
711,Help me to find detomaso charades of pakistan,Daihatsu
712,Mehran Clutch and Pressure Plate,Suzuki
713,New tyres for Altis 1.6 2018,Toyota
714,2012 Corolla gli road clearance,Toyota
715,Corolla xli 2005 fuel average bad 8km/l urgent help required?,Toyota
716,Best painter for metallic paint match,Toyota
717,Is tuning necessary for my C-HR Hybrid 1.8?,Toyota
718,"Out of No where VSC, Steering Light and Brake Warning Light",Honda
719,Corolla Altis 1.6 Speedometer,Toyota
720,Toyota KE35 - SR 3SGE Beams - FOR SALE,Toyota
721,Real Fake Bitcoin Sender Software Fake BTC Transactions Sender Tool App,Toyota
722,Selling civic x for corolla Altis 1.6 2013,Toyota
723,Toyota Allion/premio maintainance,Toyota
724,Gli 2010 rpm hunting problem,Toyota
725,I am in need of guidance about KE70 Corolla 1980,Toyota
726,3 black Mercedes,Other Car Automakers
727,Compression values,Other Car Automakers
728,Need expert review on Peugeot. How it is on offroad or heights like Thandiani?,Other Car Automakers
729,"Ramzan Shareef 01,1444 [ 22 / 23 March 2023]",Non Wheels Discussions
730,Motorbike Ban over Motorways - Nov 2022,Non Wheels Discussions
731,Need suggestions for best psychologist/psychiatrist in Islamabad/Pindi?,Non Wheels Discussions
732,"Best Car to Buy with 30,00000 (30 lakh)?",General Car Discussion
733,Mobile application for organizing messengers,Non Wheels Discussions
734,Need to know about buying a new lap top,Non Wheels Discussions
735,IPTV Android App,Non Wheels Discussions
736,$400 is the budget,Non Wheels Discussions
737,Car Mechanic related Apprentship,General Car Discussion
738,"Car Price Hike, how bad really is it? PKR vs US$",General Car Discussion
739,پاک سوزوکی نے آلٹو کے سوا تمام گاڑیوں کی بکنگ کھول دی,General Car Discussion
740,Need to get this air duct for my Civic 2005,Honda
741,Govt Slashes Tax On Commercial vehicles,General Car Discussion
742,Tinted Windows and Much More Banned in Karachi,General Car Discussion
743,Subscription-Based Car Features: Is It Worth the Cost?,General Car Discussion
744,PakWheels 11 11 Sale Offering Up to 80% Discount,General Car Discussion
745,“Hybrid Reborn” - All New 5th Gen Toyota Prius Revealed,General Car Discussion
746,Is New Kia Logo Unreadable? People Think So,General Car Discussion
747,PakWheels Faisalabad Auto Show Date & Venue Finalized,General Car Discussion
748,Karachi’s Epidemic of Traffic Accidents in 2022,General Car Discussion
749,Recommend tyre pressure for 225/55/R18 Dunlop Veuro tyres,Kia
750,Kia Sportage Windscreen,Kia
751,Kia sorento 2024,Kia
752,MB 560 sec -1991,Vintage and Classic Cars
753,RX8 1JZ GTE VVTi - D4D 5 speed manual (engine swap),Modified and Sports Cars
754,About the Modified and Sports Cars category,Modified and Sports Cars
755,Hydraulic clutch vs Cable clutch,Technical Forums
756,Suggest good workshop in faisalabad for suspension repair,Technical Forums
757,Clutch bite point,Technical Forums
758,Battery Charging,Technical Forums
759,Camshaft Position Sensor Corolla,Technical Forums
760,"When to Use Tap Water in a Cooling System, and When Not To",Technical Forums
761,Automatic gear for Suzuki mehran,Modified and Sports Cars
762,Project car suggestion with decent fuel efficiency,Modified and Sports Cars
763,Car polishing compound?,Modified and Sports Cars
764,Modifying or Replacing Speedometer of Baleno 1.6,Modified and Sports Cars
765,Honda City 2015 RPM issue,Honda
766,Buyer Wants Lease Before Making Payment,Honda
767,Looking for a part for my honda city 2009,Honda
768,Honda Reborn - restoration,Honda
769,Honda reborn change hydraulic steering,Honda
770,Shocks honda,Honda
771,Modification of Suzuki Khyber,Modified and Sports Cars
772,Which LSD should I put in my Mark X 300G?,Modified and Sports Cars
773,AC trippin’ at braking: Need Help!,Toyota
774,Corolla Amp draw battery dies after 3 full days if I don’t start,Toyota
775,2015 Corolla GLi coolant leaking from T valve,Toyota
776,Bluetooth connectivity issue in Alpine android Corolla Altis 1.6 2020,Toyota
777,Grande Rims Repair,Toyota
778,Supra aka Lucifer,Modified and Sports Cars
779,1st K-Swap Turbo CR-Z Belongs to Pakistan,Modified and Sports Cars
780,Guide for coilovers,Modified and Sports Cars
781,"Suggestion with Suzuki Khyber Engine swap with 1.3, 1.5 or 1.7L",Modified and Sports Cars
782,Engine swap,Modified and Sports Cars
783,Any rs turbo 2020 owner using unichip or ktuner?,Modified and Sports Cars
784,Best economical engine for Civic 88 and what will be the price?,Modified and Sports Cars
785,Toyota 3sge Beams powered ke70 with shaved bay at Dmotorsports(Isb),Modified and Sports Cars
786,MR2 converted to Lamborghini gallardo,Modified and Sports Cars
787,4AGE Corolla 20V Swapped Troubleshooting,Modified and Sports Cars
788,Import Body Frame Complete,Modified and Sports Cars
789,Suggestions for engine upgrade of 2010 Corolla Altis,Modified and Sports Cars
790,Car Modification Suggestion please,Modified and Sports Cars
791,WTB: Chambered Muffler/Exhaust,Modified and Sports Cars
792,Iam looking for 185 45 r15 tyres,Modified and Sports Cars
793,Need a good machanic and electrician for 2JZ engine,Modified and Sports Cars
794,Exhaust with Cut Out Kit for Corolla in Lahore,Modified and Sports Cars
795,Suggest me a engine for my Coure 2005,Modified and Sports Cars
796,Engine swap,Modified and Sports Cars
797,Suggest me a engine for my 1998 nissan sunny,Modified and Sports Cars
798,Car Bodykit Mercedes Benz Modification 2008 to 2014,Modified and Sports Cars
799,What would be the onroad price of Japanese imported ND MIata/ GR86,Modified and Sports Cars
800,Stock steel wheels modification,Modified and Sports Cars
801,Can I fit fuel injectors of 660cc car into Hyundai Santro to reduce fuel,Modified and Sports Cars
802,Modifications needed in Mark X for drifting and Fun?,Modified and Sports Cars
803,Let’s Find A BMW e36,Modified and Sports Cars
804,Hydro Dip Services in karachi,Modified and Sports Cars
805,Want to restore my 910 like this,Modified and Sports Cars
806,Want to modify my Nissan Datsun 120y 1980,Modified and Sports Cars
807,"S2000, miata prices",Modified and Sports Cars
808,Need help On K24Z2 Supercharger/Turbo Build,Modified and Sports Cars
809,Need help on K24Z2 Turbo/Supercharger Build,Modified and Sports Cars
810,Best manual rear-wheel-drive cars in pakistan,Modified and Sports Cars
811,What’s a really cool car to buy for <10 lac right now?,Modified and Sports Cars
812,Wheel spacers size for?,Modified and Sports Cars
813,Rx-7,Modified and Sports Cars
814,Modification for 1977 corolla,Modified and Sports Cars
815,Where can I Find a Good mechanic in Sialkot for my Turbo 3SGTE engine?,Modified and Sports Cars
816,"Bugatti Chiron Price, Specs and Pictures",Modified and Sports Cars
817,Ls swap on nissan 1989 td42,Modified and Sports Cars
818,Need help with kp 60 2k engine,Modified and Sports Cars
819,Buying sports car for First time Need experts opinions,Modified and Sports Cars
820,Rx-7,Modified and Sports Cars
821,Mazda rx8 swap for a min 300 horses,Modified and Sports Cars
822,Honda Accord Euro R,Modified and Sports Cars
823,Civic D-turbo setup for sale,Modified and Sports Cars
